LOCATION,Country,TIME,Time,PowerCode,Reference.Period.Code,Reference.Period,Value,time
RUS,Russia,2015-04,Apr-2015,Units,2015_100,2015=100,99.02799,2015-04-01
RUS,Russia,2015-05,May-2015,Units,2015_100,2015=100,99.37459,2015-05-01
RUS,Russia,2015-06,Jun-2015,Units,2015_100,2015=100,99.5634,2015-06-01
RUS,Russia,2015-07,Jul-2015,Units,2015_100,2015=100,100.3599,2015-07-01
RUS,Russia,2015-08,Aug-2015,Units,2015_100,2015=100,100.7112,2015-08-01
RUS,Russia,2015-09,Sep-2015,Units,2015_100,2015=100,101.2852,2015-09-01
RUS,Russia,2015-10,Oct-2015,Units,2015_100,2015=100,102.0347,2015-10-01
RUS,Russia,2015-11,Nov-2015,Units,2015_100,2015=100,102.8,2015-11-01
RUS,Russia,2015-12,Dec-2015,Units,2015_100,2015=100,103.5916,2015-12-01
RUS,Russia,2016-01,Jan-2016,Units,2015_100,2015=100,104.586,2016-01-01
RUS,Russia,2016-02,Feb-2016,Units,2015_100,2015=100,105.2449,2016-02-01
RUS,Russia,2016-03,Mar-2016,Units,2015_100,2015=100,105.729,2016-03-01
RUS,Russia,2016-04,Apr-2016,Units,2015_100,2015=100,106.1943,2016-04-01
RUS,Russia,2016-05,May-2016,Units,2015_100,2015=100,106.6297,2016-05-01
RUS,Russia,2016-06,Jun-2016,Units,2015_100,2015=100,107.0135,2016-06-01
RUS,Russia,2016-07,Jul-2016,Units,2015_100,2015=100,107.5914,2016-07-01
RUS,Russia,2016-08,Aug-2016,Units,2015_100,2015=100,107.6022,2016-08-01
RUS,Russia,2016-09,Sep-2016,Units,2015_100,2015=100,107.7851,2016-09-01
RUS,Russia,2016-10,Oct-2016,Units,2015_100,2015=100,108.2486,2016-10-01
RUS,Russia,2016-11,Nov-2016,Units,2015_100,2015=100,108.7248,2016-11-01
RUS,Russia,2016-12,Dec-2016,Units,2015_100,2015=100,109.1597,2016-12-01
RUS,Russia,2017-01,Jan-2017,Units,2015_100,2015=100,109.8365,2017-01-01
RUS,Russia,2017-02,Feb-2017,Units,2015_100,2015=100,110.0782,2017-02-01
RUS,Russia,2017-03,Mar-2017,Units,2015_100,2015=100,110.2213,2017-03-01
RUS,Russia,2017-04,Apr-2017,Units,2015_100,2015=100,110.585,2017-04-01
RUS,Russia,2017-05,May-2017,Units,2015_100,2015=100,110.9942,2017-05-01
RUS,Russia,2017-06,Jun-2017,Units,2015_100,2015=100,111.6712,2017-06-01
RUS,Russia,2017-07,Jul-2017,Units,2015_100,2015=100,111.7494,2017-07-01
RUS,Russia,2017-08,Aug-2017,Units,2015_100,2015=100,111.146,2017-08-01
RUS,Russia,2017-09,Sep-2017,Units,2015_100,2015=100,110.9792,2017-09-01
RUS,Russia,2017-10,Oct-2017,Units,2015_100,2015=100,111.2012,2017-10-01
RUS,Russia,2017-11,Nov-2017,Units,2015_100,2015=100,111.4458,2017-11-01
RUS,Russia,2017-12,Dec-2017,Units,2015_100,2015=100,111.9139,2017-12-01
RUS,Russia,2018-01,Jan-2018,Units,2015_100,2015=100,112.2608,2018-01-01
RUS,Russia,2018-02,Feb-2018,Units,2015_100,2015=100,112.4966,2018-02-01
RUS,Russia,2018-03,Mar-2018,Units,2015_100,2015=100,112.8228,2018-03-01
RUS,Russia,2018-04,Apr-2018,Units,2015_100,2015=100,113.2516,2018-04-01
RUS,Russia,2018-05,May-2018,Units,2015_100,2015=100,113.6819,2018-05-01
RUS,Russia,2018-06,Jun-2018,Units,2015_100,2015=100,114.239,2018-06-01
RUS,Russia,2018-07,Jul-2018,Units,2015_100,2015=100,114.5474,2018-07-01
RUS,Russia,2018-08,Aug-2018,Units,2015_100,2015=100,114.5589,2018-08-01
RUS,Russia,2018-09,Sep-2018,Units,2015_100,2015=100,114.7422,2018-09-01
RUS,Russia,2018-10,Oct-2018,Units,2015_100,2015=100,115.1438,2018-10-01
RUS,Russia,2018-11,Nov-2018,Units,2015_100,2015=100,115.7195,2018-11-01
RUS,Russia,2018-12,Dec-2018,Units,2015_100,2015=100,116.6915,2018-12-01
RUS,Russia,2019-01,Jan-2019,Units,2015_100,2015=100,117.8701,2019-01-01
RUS,Russia,2019-02,Feb-2019,Units,2015_100,2015=100,118.3887,2019-02-01
RUS,Russia,2019-03,Mar-2019,Units,2015_100,2015=100,118.7676,2019-03-01
RUS,Russia,2019-04,Apr-2019,Units,2015_100,2015=100,119.112,2019-04-01
RUS,Russia,2019-05,May-2019,Units,2015_100,2015=100,119.517,2019-05-01
RUS,Russia,2019-06,Jun-2019,Units,2015_100,2015=100,119.5648,2019-06-01
RUS,Russia,2019-07,Jul-2019,Units,2015_100,2015=100,119.8039,2019-07-01
RUS,Russia,2019-08,Aug-2019,Units,2015_100,2015=100,119.5164,2019-08-01
RUS,Russia,2019-09,Sep-2019,Units,2015_100,2015=100,119.3252,2019-09-01
RUS,Russia,2019-10,Oct-2019,Units,2015_100,2015=100,119.4803,2019-10-01
RUS,Russia,2019-11,Nov-2019,Units,2015_100,2015=100,119.8148,2019-11-01
RUS,Russia,2019-12,Dec-2019,Units,2015_100,2015=100,120.2462,2019-12-01
RUS,Russia,2020-01,Jan-2020,Units,2015_100,2015=100,120.7271,2020-01-01
RUS,Russia,2020-02,Feb-2020,Units,2015_100,2015=100,121.1255,2020-02-01
RUS,Russia,2020-03,Mar-2020,Units,2015_100,2015=100,121.7917,2020-03-01
RUS,Russia,2020-04,Apr-2020,Units,2015_100,2015=100,122.8026,2020-04-01
RUS,Russia,2020-05,May-2020,Units,2015_100,2015=100,123.1342,2020-05-01
RUS,Russia,2020-06,Jun-2020,Units,2015_100,2015=100,123.4051,2020-06-01
RUS,Russia,2020-07,Jul-2020,Units,2015_100,2015=100,123.837,2020-07-01
RUS,Russia,2020-08,Aug-2020,Units,2015_100,2015=100,123.7875,2020-08-01
RUS,Russia,2020-09,Sep-2020,Units,2015_100,2015=100,123.7008,2020-09-01
RUS,Russia,2020-10,Oct-2020,Units,2015_100,2015=100,124.2327,2020-10-01
RUS,Russia,2020-11,Nov-2020,Units,2015_100,2015=100,125.1148,2020-11-01
RUS,Russia,2020-12,Dec-2020,Units,2015_100,2015=100,126.1532,2020-12-01
RUS,Russia,2021-01,Jan-2021,Units,2015_100,2015=100,126.9984,2021-01-01
RUS,Russia,2021-02,Feb-2021,Units,2015_100,2015=100,127.989,2021-02-01
RUS,Russia,2021-03,Mar-2021,Units,2015_100,2015=100,128.8338,2021-03-01
RUS,Russia,2021-04,Apr-2021,Units,2015_100,2015=100,129.581,2021-04-01
RUS,Russia,2021-05,May-2021,Units,2015_100,2015=100,130.5399,2021-05-01
RUS,Russia,2021-06,Jun-2021,Units,2015_100,2015=100,131.4406,2021-06-01
RUS,Russia,2021-07,Jul-2021,Units,2015_100,2015=100,131.8481,2021-07-01
RUS,Russia,2021-08,Aug-2021,Units,2015_100,2015=100,132.0722,2021-08-01
RUS,Russia,2021-09,Sep-2021,Units,2015_100,2015=100,132.8647,2021-09-01
RUS,Russia,2021-10,Oct-2021,Units,2015_100,2015=100,134.3395,2021-10-01
RUS,Russia,2021-11,Nov-2021,Units,2015_100,2015=100,135.6291,2021-11-01
RUS,Russia,2021-12,Dec-2021,Units,2015_100,2015=100,136.7413,2021-12-01
RUS,Russia,2022-01,Jan-2022,Units,2015_100,2015=100,138.095,2022-01-01
RUS,Russia,2022-02,Feb-2022,Units,2015_100,2015=100,139.7107,2022-02-01
RUS,Russia,2022-03,Mar-2022,Units,2015_100,2015=100,150.347,2022-03-01
USA,United States,2015-01,Jan-2015,Units,2015_100,2015=100,98.60348,2015-01-01
USA,United States,2015-02,Feb-2015,Units,2015_100,2015=100,99.03172,2015-02-01
USA,United States,2015-03,Mar-2015,Units,2015_100,2015=100,99.62112,2015-03-01
USA,United States,2015-04,Apr-2015,Units,2015_100,2015=100,99.82364,2015-04-01
USA,United States,2015-05,May-2015,Units,2015_100,2015=100,100.3325,2015-05-01
USA,United States,2015-06,Jun-2015,Units,2015_100,2015=100,100.6839,2015-06-01
USA,United States,2015-07,Jul-2015,Units,2015_100,2015=100,100.6907,2015-07-01
USA,United States,2015-08,Aug-2015,Units,2015_100,2015=100,100.5481,2015-08-01
USA,United States,2015-09,Sep-2015,Units,2015_100,2015=100,100.3915,2015-09-01
USA,United States,2015-10,Oct-2015,Units,2015_100,2015=100,100.3464,2015-10-01
USA,United States,2015-11,Nov-2015,Units,2015_100,2015=100,100.1346,2015-11-01
USA,United States,2015-12,Dec-2015,Units,2015_100,2015=100,99.79242,2015-12-01
USA,United States,2016-01,Jan-2016,Units,2015_100,2015=100,99.95739,2016-01-01
USA,United States,2016-02,Feb-2016,Units,2015_100,2015=100,100.0397,2016-02-01
USA,United States,2016-03,Mar-2016,Units,2015_100,2015=100,100.4704,2016-03-01
USA,United States,2016-04,Apr-2016,Units,2015_100,2015=100,100.9468,2016-04-01
USA,United States,2016-05,May-2016,Units,2015_100,2015=100,101.3552,2016-05-01
USA,United States,2016-06,Jun-2016,Units,2015_100,2015=100,101.6881,2016-06-01
USA,United States,2016-07,Jul-2016,Units,2015_100,2015=100,101.5235,2016-07-01
USA,United States,2016-08,Aug-2016,Units,2015_100,2015=100,101.6168,2016-08-01
USA,United States,2016-09,Sep-2016,Units,2015_100,2015=100,101.861,2016-09-01
USA,United States,2016-10,Oct-2016,Units,2015_100,2015=100,101.988,2016-10-01
USA,United States,2016-11,Nov-2016,Units,2015_100,2015=100,101.8294,2016-11-01
USA,United States,2016-12,Dec-2016,Units,2015_100,2015=100,101.8627,2016-12-01
USA,United States,2017-01,Jan-2017,Units,2015_100,2015=100,102.4564,2017-01-01
USA,United States,2017-02,Feb-2017,Units,2015_100,2015=100,102.7787,2017-02-01
USA,United States,2017-03,Mar-2017,Units,2015_100,2015=100,102.8622,2017-03-01
USA,United States,2017-04,Apr-2017,Units,2015_100,2015=100,103.1673,2017-04-01
USA,United States,2017-05,May-2017,Units,2015_100,2015=100,103.2555,2017-05-01
USA,United States,2017-06,Jun-2017,Units,2015_100,2015=100,103.3491,2017-06-01
USA,United States,2017-07,Jul-2017,Units,2015_100,2015=100,103.2778,2017-07-01
USA,United States,2017-08,Aug-2017,Units,2015_100,2015=100,103.5871,2017-08-01
USA,United States,2017-09,Sep-2017,Units,2015_100,2015=100,104.1356,2017-09-01
USA,United States,2017-10,Oct-2017,Units,2015_100,2015=100,104.0697,2017-10-01
USA,United States,2017-11,Nov-2017,Units,2015_100,2015=100,104.0723,2017-11-01
USA,United States,2017-12,Dec-2017,Units,2015_100,2015=100,104.0111,2017-12-01
USA,United States,2018-01,Jan-2018,Units,2015_100,2015=100,104.5777,2018-01-01
USA,United States,2018-02,Feb-2018,Units,2015_100,2015=100,105.052,2018-02-01
USA,United States,2018-03,Mar-2018,Units,2015_100,2015=100,105.2895,2018-03-01
USA,United States,2018-04,Apr-2018,Units,2015_100,2015=100,105.708,2018-04-01
USA,United States,2018-05,May-2018,Units,2015_100,2015=100,106.1477,2018-05-01
USA,United States,2018-06,Jun-2018,Units,2015_100,2015=100,106.3168,2018-06-01
USA,United States,2018-07,Jul-2018,Units,2015_100,2015=100,106.324,2018-07-01
USA,United States,2018-08,Aug-2018,Units,2015_100,2015=100,106.3831,2018-08-01
USA,United States,2018-09,Sep-2018,Units,2015_100,2015=100,106.5067,2018-09-01
USA,United States,2018-10,Oct-2018,Units,2015_100,2015=100,106.6949,2018-10-01
USA,United States,2018-11,Nov-2018,Units,2015_100,2015=100,106.3375,2018-11-01
USA,United States,2018-12,Dec-2018,Units,2015_100,2015=100,105.9979,2018-12-01
USA,United States,2019-01,Jan-2019,Units,2015_100,2015=100,106.2,2019-01-01
USA,United States,2019-02,Feb-2019,Units,2015_100,2015=100,106.6489,2019-02-01
USA,United States,2019-03,Mar-2019,Units,2015_100,2015=100,107.2505,2019-03-01
USA,United States,2019-04,Apr-2019,Units,2015_100,2015=100,107.8184,2019-04-01
USA,United States,2019-05,May-2019,Units,2015_100,2015=100,108.0479,2019-05-01
USA,United States,2019-06,Jun-2019,Units,2015_100,2015=100,108.0695,2019-06-01
USA,United States,2019-07,Jul-2019,Units,2015_100,2015=100,108.25,2019-07-01
USA,United States,2019-08,Aug-2019,Units,2015_100,2015=100,108.2446,2019-08-01
USA,United States,2019-09,Sep-2019,Units,2015_100,2015=100,108.3294,2019-09-01
USA,United States,2019-10,Oct-2019,Units,2015_100,2015=100,108.577,2019-10-01
USA,United States,2019-11,Nov-2019,Units,2015_100,2015=100,108.5188,2019-11-01
USA,United States,2019-12,Dec-2019,Units,2015_100,2015=100,108.4201,2019-12-01
USA,United States,2020-01,Jan-2020,Units,2015_100,2015=100,108.8407,2020-01-01
USA,United States,2020-02,Feb-2020,Units,2015_100,2015=100,109.139,2020-02-01
USA,United States,2020-03,Mar-2020,Units,2015_100,2015=100,108.9015,2020-03-01
USA,United States,2020-04,Apr-2020,Units,2015_100,2015=100,108.1733,2020-04-01
USA,United States,2020-05,May-2020,Units,2015_100,2015=100,108.1754,2020-05-01
USA,United States,2020-06,Jun-2020,Units,2015_100,2015=100,108.7673,2020-06-01
USA,United States,2020-07,Jul-2020,Units,2015_100,2015=100,109.3175,2020-07-01
USA,United States,2020-08,Aug-2020,Units,2015_100,2015=100,109.6622,2020-08-01
USA,United States,2020-09,Sep-2020,Units,2015_100,2015=100,109.8149,2020-09-01
USA,United States,2020-10,Oct-2020,Units,2015_100,2015=100,109.8605,2020-10-01
USA,United States,2020-11,Nov-2020,Units,2015_100,2015=100,109.7934,2020-11-01
USA,United States,2020-12,Dec-2020,Units,2015_100,2015=100,109.8968,2020-12-01
USA,United States,2021-01,Jan-2021,Units,2015_100,2015=100,110.3642,2021-01-01
USA,United States,2021-02,Feb-2021,Units,2015_100,2015=100,110.9684,2021-02-01
USA,United States,2021-03,Mar-2021,Units,2015_100,2015=100,111.7544,2021-03-01
USA,United States,2021-04,Apr-2021,Units,2015_100,2015=100,112.6729,2021-04-01
USA,United States,2021-05,May-2021,Units,2015_100,2015=100,113.5762,2021-05-01
USA,United States,2021-06,Jun-2021,Units,2015_100,2015=100,114.6314,2021-06-01
USA,United States,2021-07,Jul-2021,Units,2015_100,2015=100,115.1829,2021-07-01
USA,United States,2021-08,Aug-2021,Units,2015_100,2015=100,115.4208,2021-08-01
USA,United States,2021-09,Sep-2021,Units,2015_100,2015=100,115.7343,2021-09-01
USA,United States,2021-10,Oct-2021,Units,2015_100,2015=100,116.6958,2021-10-01
USA,United States,2021-11,Nov-2021,Units,2015_100,2015=100,117.2692,2021-11-01
USA,United States,2021-12,Dec-2021,Units,2015_100,2015=100,117.6295,2021-12-01
USA,United States,2022-01,Jan-2022,Units,2015_100,2015=100,118.6193,2022-01-01
USA,United States,2022-02,Feb-2022,Units,2015_100,2015=100,119.7028,2022-02-01
USA,United States,2022-03,Mar-2022,Units,2015_100,2015=100,121.301,2022-03-01
USA,United States,2022-04,Apr-2022,Units,2015_100,2015=100,121.9782,2022-04-01
USA,United States,2022-05,May-2022,Units,2015_100,2015=100,123.3228,2022-05-01
USA,United States,2022-06,Jun-2022,Units,2015_100,2015=100,125.0168,2022-06-01
USA,United States,2022-07,Jul-2022,Units,2015_100,2015=100,125.002,2022-07-01
USA,United States,2022-08,Aug-2022,Units,2015_100,2015=100,124.9577,2022-08-01
USA,United States,2022-09,Sep-2022,Units,2015_100,2015=100,125.2265,2022-09-01
USA,United States,2022-10,Oct-2022,Units,2015_100,2015=100,125.7344,2022-10-01
USA,United States,2022-11,Nov-2022,Units,2015_100,2015=100,125.6074,2022-11-01
FRA,France,2015-01,Jan-2015,Units,2015_100,2015=100,98.86,2015-01-01
FRA,France,2015-02,Feb-2015,Units,2015_100,2015=100,99.52,2015-02-01
FRA,France,2015-03,Mar-2015,Units,2015_100,2015=100,100.17,2015-03-01
FRA,France,2015-04,Apr-2015,Units,2015_100,2015=100,100.28,2015-04-01
FRA,France,2015-05,May-2015,Units,2015_100,2015=100,100.52,2015-05-01
FRA,France,2015-06,Jun-2015,Units,2015_100,2015=100,100.44,2015-06-01
FRA,France,2015-07,Jul-2015,Units,2015_100,2015=100,100.03,2015-07-01
FRA,France,2015-08,Aug-2015,Units,2015_100,2015=100,100.35,2015-08-01
FRA,France,2015-09,Sep-2015,Units,2015_100,2015=100,99.95,2015-09-01
FRA,France,2015-10,Oct-2015,Units,2015_100,2015=100,100.01,2015-10-01
FRA,France,2015-11,Nov-2015,Units,2015_100,2015=100,99.82,2015-11-01
FRA,France,2015-12,Dec-2015,Units,2015_100,2015=100,100.04,2015-12-01
FRA,France,2016-01,Jan-2016,Units,2015_100,2015=100,99.08,2016-01-01
FRA,France,2016-02,Feb-2016,Units,2015_100,2015=100,99.33,2016-02-01
FRA,France,2016-03,Mar-2016,Units,2015_100,2015=100,100.02,2016-03-01
FRA,France,2016-04,Apr-2016,Units,2015_100,2015=100,100.09,2016-04-01
FRA,France,2016-05,May-2016,Units,2015_100,2015=100,100.5,2016-05-01
FRA,France,2016-06,Jun-2016,Units,2015_100,2015=100,100.63,2016-06-01
FRA,France,2016-07,Jul-2016,Units,2015_100,2015=100,100.25,2016-07-01
FRA,France,2016-08,Aug-2016,Units,2015_100,2015=100,100.58,2016-08-01
FRA,France,2016-09,Sep-2016,Units,2015_100,2015=100,100.34,2016-09-01
FRA,France,2016-10,Oct-2016,Units,2015_100,2015=100,100.37,2016-10-01
FRA,France,2016-11,Nov-2016,Units,2015_100,2015=100,100.35,2016-11-01
FRA,France,2016-12,Dec-2016,Units,2015_100,2015=100,100.65,2016-12-01
FRA,France,2017-01,Jan-2017,Units,2015_100,2015=100,100.41,2017-01-01
FRA,France,2017-02,Feb-2017,Units,2015_100,2015=100,100.53,2017-02-01
FRA,France,2017-03,Mar-2017,Units,2015_100,2015=100,101.17,2017-03-01
FRA,France,2017-04,Apr-2017,Units,2015_100,2015=100,101.26,2017-04-01
FRA,France,2017-05,May-2017,Units,2015_100,2015=100,101.31,2017-05-01
FRA,France,2017-06,Jun-2017,Units,2015_100,2015=100,101.32,2017-06-01
FRA,France,2017-07,Jul-2017,Units,2015_100,2015=100,100.97,2017-07-01
FRA,France,2017-08,Aug-2017,Units,2015_100,2015=100,101.49,2017-08-01
FRA,France,2017-09,Sep-2017,Units,2015_100,2015=100,101.33,2017-09-01
FRA,France,2017-10,Oct-2017,Units,2015_100,2015=100,101.43,2017-10-01
FRA,France,2017-11,Nov-2017,Units,2015_100,2015=100,101.53,2017-11-01
FRA,France,2017-12,Dec-2017,Units,2015_100,2015=100,101.85,2017-12-01
FRA,France,2018-01,Jan-2018,Units,2015_100,2015=100,101.75,2018-01-01
FRA,France,2018-02,Feb-2018,Units,2015_100,2015=100,101.72,2018-02-01
FRA,France,2018-03,Mar-2018,Units,2015_100,2015=100,102.75,2018-03-01
FRA,France,2018-04,Apr-2018,Units,2015_100,2015=100,102.92,2018-04-01
FRA,France,2018-05,May-2018,Units,2015_100,2015=100,103.36,2018-05-01
FRA,France,2018-06,Jun-2018,Units,2015_100,2015=100,103.37,2018-06-01
FRA,France,2018-07,Jul-2018,Units,2015_100,2015=100,103.28,2018-07-01
FRA,France,2018-08,Aug-2018,Units,2015_100,2015=100,103.78,2018-08-01
FRA,France,2018-09,Sep-2018,Units,2015_100,2015=100,103.56,2018-09-01
FRA,France,2018-10,Oct-2018,Units,2015_100,2015=100,103.67,2018-10-01
FRA,France,2018-11,Nov-2018,Units,2015_100,2015=100,103.45,2018-11-01
FRA,France,2018-12,Dec-2018,Units,2015_100,2015=100,103.47,2018-12-01
FRA,France,2019-01,Jan-2019,Units,2015_100,2015=100,103.01,2019-01-01
FRA,France,2019-02,Feb-2019,Units,2015_100,2015=100,103.06,2019-02-01
FRA,France,2019-03,Mar-2019,Units,2015_100,2015=100,103.89,2019-03-01
FRA,France,2019-04,Apr-2019,Units,2015_100,2015=100,104.22,2019-04-01
FRA,France,2019-05,May-2019,Units,2015_100,2015=100,104.33,2019-05-01
FRA,France,2019-06,Jun-2019,Units,2015_100,2015=100,104.58,2019-06-01
FRA,France,2019-07,Jul-2019,Units,2015_100,2015=100,104.38,2019-07-01
FRA,France,2019-08,Aug-2019,Units,2015_100,2015=100,104.86,2019-08-01
FRA,France,2019-09,Sep-2019,Units,2015_100,2015=100,104.5,2019-09-01
FRA,France,2019-10,Oct-2019,Units,2015_100,2015=100,104.46,2019-10-01
FRA,France,2019-11,Nov-2019,Units,2015_100,2015=100,104.52,2019-11-01
FRA,France,2019-12,Dec-2019,Units,2015_100,2015=100,104.98,2019-12-01
FRA,France,2020-01,Jan-2020,Units,2015_100,2015=100,104.54,2020-01-01
FRA,France,2020-02,Feb-2020,Units,2015_100,2015=100,104.53,2020-02-01
FRA,France,2020-03,Mar-2020,Units,2015_100,2015=100,104.59,2020-03-01
FRA,France,2020-04,Apr-2020,Units,2015_100,2015=100,104.56,2020-04-01
FRA,France,2020-05,May-2020,Units,2015_100,2015=100,104.71,2020-05-01
FRA,France,2020-06,Jun-2020,Units,2015_100,2015=100,104.79,2020-06-01
FRA,France,2020-07,Jul-2020,Units,2015_100,2015=100,105.19,2020-07-01
FRA,France,2020-08,Aug-2020,Units,2015_100,2015=100,105.09,2020-08-01
FRA,France,2020-09,Sep-2020,Units,2015_100,2015=100,104.55,2020-09-01
FRA,France,2020-10,Oct-2020,Units,2015_100,2015=100,104.51,2020-10-01
FRA,France,2020-11,Nov-2020,Units,2015_100,2015=100,104.73,2020-11-01
FRA,France,2020-12,Dec-2020,Units,2015_100,2015=100,104.96,2020-12-01
FRA,France,2021-01,Jan-2021,Units,2015_100,2015=100,105.12,2021-01-01
FRA,France,2021-02,Feb-2021,Units,2015_100,2015=100,105.12,2021-02-01
FRA,France,2021-03,Mar-2021,Units,2015_100,2015=100,105.75,2021-03-01
FRA,France,2021-04,Apr-2021,Units,2015_100,2015=100,105.86,2021-04-01
FRA,France,2021-05,May-2021,Units,2015_100,2015=100,106.2,2021-05-01
FRA,France,2021-06,Jun-2021,Units,2015_100,2015=100,106.34,2021-06-01
FRA,France,2021-07,Jul-2021,Units,2015_100,2015=100,106.4,2021-07-01
FRA,France,2021-08,Aug-2021,Units,2015_100,2015=100,107.05,2021-08-01
FRA,France,2021-09,Sep-2021,Units,2015_100,2015=100,106.81,2021-09-01
FRA,France,2021-10,Oct-2021,Units,2015_100,2015=100,107.25,2021-10-01
FRA,France,2021-11,Nov-2021,Units,2015_100,2015=100,107.64,2021-11-01
FRA,France,2021-12,Dec-2021,Units,2015_100,2015=100,107.85,2021-12-01
FRA,France,2022-01,Jan-2022,Units,2015_100,2015=100,108.12,2022-01-01
FRA,France,2022-02,Feb-2022,Units,2015_100,2015=100,108.94,2022-02-01
FRA,France,2022-03,Mar-2022,Units,2015_100,2015=100,110.49,2022-03-01
FRA,France,2022-04,Apr-2022,Units,2015_100,2015=100,110.97,2022-04-01
FRA,France,2022-05,May-2022,Units,2015_100,2015=100,111.72,2022-05-01
FRA,France,2022-06,Jun-2022,Units,2015_100,2015=100,112.55,2022-06-01
FRA,France,2022-07,Jul-2022,Units,2015_100,2015=100,112.87,2022-07-01
FRA,France,2022-08,Aug-2022,Units,2015_100,2015=100,113.38,2022-08-01
FRA,France,2022-09,Sep-2022,Units,2015_100,2015=100,112.74,2022-09-01
FRA,France,2022-10,Oct-2022,Units,2015_100,2015=100,113.9,2022-10-01
FRA,France,2022-11,Nov-2022,Units,2015_100,2015=100,114.26,2022-11-01
JPN,Japan,2015-01,Jan-2015,Units,2015_100,2015=100,99.56732,2015-01-01
JPN,Japan,2015-02,Feb-2015,Units,2015_100,2015=100,99.36371,2015-02-01
JPN,Japan,2015-03,Mar-2015,Units,2015_100,2015=100,99.66913,2015-03-01
JPN,Japan,2015-04,Apr-2015,Units,2015_100,2015=100,100.1782,2015-04-01
JPN,Japan,2015-05,May-2015,Units,2015_100,2015=100,100.4836,2015-05-01
JPN,Japan,2015-06,Jun-2015,Units,2015_100,2015=100,100.1782,2015-06-01
JPN,Japan,2015-07,Jul-2015,Units,2015_100,2015=100,100.0764,2015-07-01
JPN,Japan,2015-08,Aug-2015,Units,2015_100,2015=100,100.1782,2015-08-01
JPN,Japan,2015-09,Sep-2015,Units,2015_100,2015=100,100.28,2015-09-01
JPN,Japan,2015-10,Oct-2015,Units,2015_100,2015=100,100.28,2015-10-01
JPN,Japan,2015-11,Nov-2015,Units,2015_100,2015=100,99.87274,2015-11-01
JPN,Japan,2015-12,Dec-2015,Units,2015_100,2015=100,99.87274,2015-12-01
JPN,Japan,2016-01,Jan-2016,Units,2015_100,2015=100,99.46552,2016-01-01
JPN,Japan,2016-02,Feb-2016,Units,2015_100,2015=100,99.56732,2016-02-01
JPN,Japan,2016-03,Mar-2016,Units,2015_100,2015=100,99.66913,2016-03-01
JPN,Japan,2016-04,Apr-2016,Units,2015_100,2015=100,99.87274,2016-04-01
JPN,Japan,2016-05,May-2016,Units,2015_100,2015=100,99.97455,2016-05-01
JPN,Japan,2016-06,Jun-2016,Units,2015_100,2015=100,99.87274,2016-06-01
JPN,Japan,2016-07,Jul-2016,Units,2015_100,2015=100,99.66913,2016-07-01
JPN,Japan,2016-08,Aug-2016,Units,2015_100,2015=100,99.66913,2016-08-01
JPN,Japan,2016-09,Sep-2016,Units,2015_100,2015=100,99.77094,2016-09-01
JPN,Japan,2016-10,Oct-2016,Units,2015_100,2015=100,100.3818,2016-10-01
JPN,Japan,2016-11,Nov-2016,Units,2015_100,2015=100,100.3818,2016-11-01
JPN,Japan,2016-12,Dec-2016,Units,2015_100,2015=100,100.1782,2016-12-01
JPN,Japan,2017-01,Jan-2017,Units,2015_100,2015=100,99.97455,2017-01-01
JPN,Japan,2017-02,Feb-2017,Units,2015_100,2015=100,99.87274,2017-02-01
JPN,Japan,2017-03,Mar-2017,Units,2015_100,2015=100,99.87274,2017-03-01
JPN,Japan,2017-04,Apr-2017,Units,2015_100,2015=100,100.28,2017-04-01
JPN,Japan,2017-05,May-2017,Units,2015_100,2015=100,100.3818,2017-05-01
JPN,Japan,2017-06,Jun-2017,Units,2015_100,2015=100,100.28,2017-06-01
JPN,Japan,2017-07,Jul-2017,Units,2015_100,2015=100,100.0764,2017-07-01
JPN,Japan,2017-08,Aug-2017,Units,2015_100,2015=100,100.28,2017-08-01
JPN,Japan,2017-09,Sep-2017,Units,2015_100,2015=100,100.5854,2017-09-01
JPN,Japan,2017-10,Oct-2017,Units,2015_100,2015=100,100.5854,2017-10-01
JPN,Japan,2017-11,Nov-2017,Units,2015_100,2015=100,100.8908,2017-11-01
JPN,Japan,2017-12,Dec-2017,Units,2015_100,2015=100,101.1962,2017-12-01
JPN,Japan,2018-01,Jan-2018,Units,2015_100,2015=100,101.298,2018-01-01
JPN,Japan,2018-02,Feb-2018,Units,2015_100,2015=100,101.298,2018-02-01
JPN,Japan,2018-03,Mar-2018,Units,2015_100,2015=100,100.9926,2018-03-01
JPN,Japan,2018-04,Apr-2018,Units,2015_100,2015=100,100.8908,2018-04-01
JPN,Japan,2018-05,May-2018,Units,2015_100,2015=100,101.0944,2018-05-01
JPN,Japan,2018-06,Jun-2018,Units,2015_100,2015=100,100.9926,2018-06-01
JPN,Japan,2018-07,Jul-2018,Units,2015_100,2015=100,100.9926,2018-07-01
JPN,Japan,2018-08,Aug-2018,Units,2015_100,2015=100,101.6035,2018-08-01
JPN,Japan,2018-09,Sep-2018,Units,2015_100,2015=100,101.7053,2018-09-01
JPN,Japan,2018-10,Oct-2018,Units,2015_100,2015=100,102.0107,2018-10-01
JPN,Japan,2018-11,Nov-2018,Units,2015_100,2015=100,101.8071,2018-11-01
JPN,Japan,2018-12,Dec-2018,Units,2015_100,2015=100,101.5017,2018-12-01
