LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Time,Unit.Code,Unit,PowerCode.Code,PowerCode,Reference.Period.Code,Reference.Period,Value,Flag.Codes,Flags
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-02,Feb-2021,IDX,Index,0,Units,2015_100,2015=100,133.1993,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-03,Mar-2021,IDX,Index,0,Units,2015_100,2015=100,134.4012,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-04,Apr-2021,IDX,Index,0,Units,2015_100,2015=100,136.2988,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-05,May-2021,IDX,Index,0,Units,2015_100,2015=100,138.1032,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-06,Jun-2021,IDX,Index,0,Units,2015_100,2015=100,138.8494,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-07,Jul-2021,IDX,Index,0,Units,2015_100,2015=100,139.9841,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-08,Aug-2021,IDX,Index,0,Units,2015_100,2015=100,141.7227,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-09,Sep-2021,IDX,Index,0,Units,2015_100,2015=100,143.2061,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-10,Oct-2021,IDX,Index,0,Units,2015_100,2015=100,143.8566,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-11,Nov-2021,IDX,Index,0,Units,2015_100,2015=100,146.9351,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-12,Dec-2021,IDX,Index,0,Units,2015_100,2015=100,147.6439,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-01,Jan-2022,IDX,Index,0,Units,2015_100,2015=100,148.8074,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-02,Feb-2022,IDX,Index,0,Units,2015_100,2015=100,150.0311,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-03,Mar-2022,IDX,Index,0,Units,2015_100,2015=100,151.866,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-04,Apr-2022,IDX,Index,0,Units,2015_100,2015=100,153.7309,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-05,May-2022,IDX,Index,0,Units,2015_100,2015=100,155.3904,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-06,Jun-2022,IDX,Index,0,Units,2015_100,2015=100,157.7349,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-07,Jul-2022,IDX,Index,0,Units,2015_100,2015=100,159.7911,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-08,Aug-2022,IDX,Index,0,Units,2015_100,2015=100,161.8696,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-09,Sep-2022,IDX,Index,0,Units,2015_100,2015=100,164.0497,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-10,Oct-2022,IDX,Index,0,Units,2015_100,2015=100,164.7673,"",""
MEX,Mexico,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-11,Nov-2022,IDX,Index,0,Units,2015_100,2015=100,165.1667,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-01,Jan-2015,IDX,Index,0,Units,2015_100,2015=100,98.45,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-02,Feb-2015,IDX,Index,0,Units,2015_100,2015=100,99.64,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-03,Mar-2015,IDX,Index,0,Units,2015_100,2015=100,99.57,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-04,Apr-2015,IDX,Index,0,Units,2015_100,2015=100,99.97,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-05,May-2015,IDX,Index,0,Units,2015_100,2015=100,100.05,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-06,Jun-2015,IDX,Index,0,Units,2015_100,2015=100,99.98,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-07,Jul-2015,IDX,Index,0,Units,2015_100,2015=100,100.4,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-08,Aug-2015,IDX,Index,0,Units,2015_100,2015=100,100.83,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-09,Sep-2015,IDX,Index,0,Units,2015_100,2015=100,100.35,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-10,Oct-2015,IDX,Index,0,Units,2015_100,2015=100,100.26,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-11,Nov-2015,IDX,Index,0,Units,2015_100,2015=100,100.15,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-12,Dec-2015,IDX,Index,0,Units,2015_100,2015=100,100.36,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2016-01,Jan-2016,IDX,Index,0,Units,2015_100,2015=100,99.71,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2016-02,Feb-2016,IDX,Index,0,Units,2015_100,2015=100,100.76,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2016-03,Mar-2016,IDX,Index,0,Units,2015_100,2015=100,101.07,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2016-04,Apr-2016,IDX,Index,0,Units,2015_100,2015=100,101.21,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2016-05,May-2016,IDX,Index,0,Units,2015_100,2015=100,101.34,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2016-06,Jun-2016,IDX,Index,0,Units,2015_100,2015=100,101.54,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2016-07,Jul-2016,IDX,Index,0,Units,2015_100,2015=100,101.07,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2016-08,Aug-2016,IDX,Index,0,Units,2015_100,2015=100,101.03,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2016-09,Sep-2016,IDX,Index,0,Units,2015_100,2015=100,100.41,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2016-10,Oct-2016,IDX,Index,0,Units,2015_100,2015=100,100.65,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2016-11,Nov-2016,IDX,Index,0,Units,2015_100,2015=100,100.95,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2016-12,Dec-2016,IDX,Index,0,Units,2015_100,2015=100,101.67,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2017-01,Jan-2017,IDX,Index,0,Units,2015_100,2015=100,101.21,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2017-02,Feb-2017,IDX,Index,0,Units,2015_100,2015=100,102.88,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2017-03,Mar-2017,IDX,Index,0,Units,2015_100,2015=100,102.97,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2017-04,Apr-2017,IDX,Index,0,Units,2015_100,2015=100,103.05,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2017-05,May-2017,IDX,Index,0,Units,2015_100,2015=100,103.82,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2017-06,Jun-2017,IDX,Index,0,Units,2015_100,2015=100,104.29,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2017-07,Jul-2017,IDX,Index,0,Units,2015_100,2015=100,104.32,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2017-08,Aug-2017,IDX,Index,0,Units,2015_100,2015=100,104.62,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2017-09,Sep-2017,IDX,Index,0,Units,2015_100,2015=100,104.11,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2017-10,Oct-2017,IDX,Index,0,Units,2015_100,2015=100,104.1,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2017-11,Nov-2017,IDX,Index,0,Units,2015_100,2015=100,104.11,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2017-12,Dec-2017,IDX,Index,0,Units,2015_100,2015=100,104.21,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2018-01,Jan-2018,IDX,Index,0,Units,2015_100,2015=100,103.47,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2018-02,Feb-2018,IDX,Index,0,Units,2015_100,2015=100,104.66,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2018-03,Mar-2018,IDX,Index,0,Units,2015_100,2015=100,103.65,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2018-04,Apr-2018,IDX,Index,0,Units,2015_100,2015=100,104.03,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2018-05,May-2018,IDX,Index,0,Units,2015_100,2015=100,104.43,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2018-06,Jun-2018,IDX,Index,0,Units,2015_100,2015=100,104.22,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2018-07,Jul-2018,IDX,Index,0,Units,2015_100,2015=100,104.43,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2018-08,Aug-2018,IDX,Index,0,Units,2015_100,2015=100,105.04,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2018-09,Sep-2018,IDX,Index,0,Units,2015_100,2015=100,104.66,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2018-10,Oct-2018,IDX,Index,0,Units,2015_100,2015=100,104.57,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2018-11,Nov-2018,IDX,Index,0,Units,2015_100,2015=100,105.07,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2018-12,Dec-2018,IDX,Index,0,Units,2015_100,2015=100,105.28,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2019-01,Jan-2019,IDX,Index,0,Units,2015_100,2015=100,106.61,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2019-02,Feb-2019,IDX,Index,0,Units,2015_100,2015=100,107.74,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2019-03,Mar-2019,IDX,Index,0,Units,2015_100,2015=100,107.37,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2019-04,Apr-2019,IDX,Index,0,Units,2015_100,2015=100,107.78,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2019-05,May-2019,IDX,Index,0,Units,2015_100,2015=100,108.11,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2019-06,Jun-2019,IDX,Index,0,Units,2015_100,2015=100,108.89,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2019-07,Jul-2019,IDX,Index,0,Units,2015_100,2015=100,109.52,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2019-08,Aug-2019,IDX,Index,0,Units,2015_100,2015=100,110.13,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2019-09,Sep-2019,IDX,Index,0,Units,2015_100,2015=100,109.71,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2019-10,Oct-2019,IDX,Index,0,Units,2015_100,2015=100,109.65,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2019-11,Nov-2019,IDX,Index,0,Units,2015_100,2015=100,109.57,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2019-12,Dec-2019,IDX,Index,0,Units,2015_100,2015=100,109.19,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2020-01,Jan-2020,IDX,Index,0,Units,2015_100,2015=100,108.54,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2020-02,Feb-2020,IDX,Index,0,Units,2015_100,2015=100,109.83,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2020-03,Mar-2020,IDX,Index,0,Units,2015_100,2015=100,110.77,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2020-04,Apr-2020,IDX,Index,0,Units,2015_100,2015=100,111.51,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2020-05,May-2020,IDX,Index,0,Units,2015_100,2015=100,111.55,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2020-06,Jun-2020,IDX,Index,0,Units,2015_100,2015=100,111.83,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2020-07,Jul-2020,IDX,Index,0,Units,2015_100,2015=100,111.6,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2020-08,Aug-2020,IDX,Index,0,Units,2015_100,2015=100,111.16,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2020-09,Sep-2020,IDX,Index,0,Units,2015_100,2015=100,111.03,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2020-10,Oct-2020,IDX,Index,0,Units,2015_100,2015=100,110.84,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2020-11,Nov-2020,IDX,Index,0,Units,2015_100,2015=100,110.41,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2020-12,Dec-2020,IDX,Index,0,Units,2015_100,2015=100,109.84,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-01,Jan-2021,IDX,Index,0,Units,2015_100,2015=100,109.13,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-02,Feb-2021,IDX,Index,0,Units,2015_100,2015=100,110.15,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-03,Mar-2021,IDX,Index,0,Units,2015_100,2015=100,109.29,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-04,Apr-2021,IDX,Index,0,Units,2015_100,2015=100,109.16,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-05,May-2021,IDX,Index,0,Units,2015_100,2015=100,109.91,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-06,Jun-2021,IDX,Index,0,Units,2015_100,2015=100,110.11,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-07,Jul-2021,IDX,Index,0,Units,2015_100,2015=100,110.62,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-08,Aug-2021,IDX,Index,0,Units,2015_100,2015=100,111.27,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-09,Sep-2021,IDX,Index,0,Units,2015_100,2015=100,110.98,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-10,Oct-2021,IDX,Index,0,Units,2015_100,2015=100,111.12,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-11,Nov-2021,IDX,Index,0,Units,2015_100,2015=100,111.73,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2021-12,Dec-2021,IDX,Index,0,Units,2015_100,2015=100,112.69,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-01,Jan-2022,IDX,Index,0,Units,2015_100,2015=100,113.95,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-02,Feb-2022,IDX,Index,0,Units,2015_100,2015=100,115.71,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-03,Mar-2022,IDX,Index,0,Units,2015_100,2015=100,116.24,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-04,Apr-2022,IDX,Index,0,Units,2015_100,2015=100,118.28,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-05,May-2022,IDX,Index,0,Units,2015_100,2015=100,120.05,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-06,Jun-2022,IDX,Index,0,Units,2015_100,2015=100,122.36,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-07,Jul-2022,IDX,Index,0,Units,2015_100,2015=100,124.17,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-08,Aug-2022,IDX,Index,0,Units,2015_100,2015=100,125.75,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-09,Sep-2022,IDX,Index,0,Units,2015_100,2015=100,125.03,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-10,Oct-2022,IDX,Index,0,Units,2015_100,2015=100,126.5,"",""
NLD,Netherlands,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2022-11,Nov-2022,IDX,Index,0,Units,2015_100,2015=100,128.97,"",""
NOR,Norway,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-01,Jan-2015,IDX,Index,0,Units,2015_100,2015=100,97.2,"",""
NOR,Norway,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-02,Feb-2015,IDX,Index,0,Units,2015_100,2015=100,99.1,"",""
NOR,Norway,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-03,Mar-2015,IDX,Index,0,Units,2015_100,2015=100,97.7,"",""
NOR,Norway,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-04,Apr-2015,IDX,Index,0,Units,2015_100,2015=100,98.1,"",""
NOR,Norway,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-05,May-2015,IDX,Index,0,Units,2015_100,2015=100,99.7,"",""
NOR,Norway,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-06,Jun-2015,IDX,Index,0,Units,2015_100,2015=100,100.7,"",""
NOR,Norway,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-07,Jul-2015,IDX,Index,0,Units,2015_100,2015=100,102.6,"",""
NOR,Norway,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-08,Aug-2015,IDX,Index,0,Units,2015_100,2015=100,101.7,"",""
NOR,Norway,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-09,Sep-2015,IDX,Index,0,Units,2015_100,2015=100,101.9,"",""
NOR,Norway,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-10,Oct-2015,IDX,Index,0,Units,2015_100,2015=100,100.9,"",""
NOR,Norway,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-11,Nov-2015,IDX,Index,0,Units,2015_100,2015=100,101.6,"",""
NOR,Norway,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2015-12,Dec-2015,IDX,Index,0,Units,2015_100,2015=100,98.6,"",""
NOR,Norway,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2016-01,Jan-2016,IDX,Index,0,Units,2015_100,2015=100,98.9,"",""
NOR,Norway,CP010000,CPI: 01 - Food and non-Alcoholic beverages,IXOB,Index,M,Monthly,2016-02,Feb-2016,IDX,Index,0,Units,2015_100,2015=100,102.3,"",""
